id,ts,symbol,direction,live_reason,live_pnl,live_r,bt_reason,bt_pnl,bt_r,divergence,divergence_r,divergence_dollar_raw,category,bt_peak_r,bt_bars
97,2026-04-23T13:20:44.269069+00:00,SP500.r,SHORT,[sl 7107.58],0.39,0.0,SL,-2.2118220000001947,-1.000000000000088,2.601822000000195,1.000000000000088,2.601822000000195,SL_OR_TP,0.0,1
102,2026-04-23T15:15:09.458378+00:00,SP500.r,LONG,[sl 7137.28],0.47,0.0,SL,-7.953659999999399,-0.9999999999999245,8.4236599999994,0.9999999999999245,8.4236599999994,SL_OR_TP,0.0,1
107,2026-04-23T15:49:16.291756+00:00,SP500.r,LONG,GuardianDayLoss,-1.47,0.0,SL,-7.953659999999399,-0.9999999999999245,6.483659999999399,0.9999999999999245,6.483659999999399,EXTERNAL,0.0,1
113,2026-04-27T09:17:21.222965+00:00,USDCAD,SHORT,[sl 1.36638],-3.16,0.0,SL,-9.528623999999608,-0.999999999999959,6.368623999999608,0.999999999999959,6.368623999999608,SL_OR_TP,0.0,1
114,2026-04-27T09:17:21.245979+00:00,USDCAD,SHORT,[sl 1.36638],-1.8399999999999999,0.0,SL,-9.528623999999608,-0.999999999999959,7.688623999999608,0.999999999999959,7.688623999999608,SL_OR_TP,0.0,1
115,2026-04-27T09:17:21.266912+00:00,USDCAD,SHORT,[sl 1.36638],-1.32,0.0,SL,-9.528623999999608,-0.999999999999959,8.208623999999608,0.999999999999959,8.208623999999608,SL_OR_TP,0.0,1
117,2026-04-27T10:17:56.469296+00:00,USDCAD,SHORT,[sl 1.36545],-5.6899999999999995,0.0,SL,0.4068817986826348,0.04270100265081662,-6.0968817986826345,-0.04270100265081662,-6.0968817986826345,SL_OR_TP,0.8283994514259562,7
118,2026-04-27T10:17:56.525370+00:00,USDCAD,SHORT,[sl 1.36545],-3.25,0.0,SL,0.4068817986826348,0.04270100265081662,-3.656881798682635,-0.04270100265081662,-3.656881798682635,SL_OR_TP,0.8283994514259562,7
119,2026-04-27T10:17:56.564501+00:00,USDCAD,SHORT,[sl 1.36545],-2.17,0.0,SL,0.4068817986826348,0.04270100265081662,-2.576881798682635,-0.04270100265081662,-2.576881798682635,SL_OR_TP,0.8283994514259562,7
120,2026-04-27T10:25:48.821196+00:00,USDCAD,SHORT,[sl 1.36496],5.6899999999999995,0.0,SL,0.4068817986826348,0.04270100265081662,5.2831182013173645,-0.04270100265081662,5.2831182013173645,SL_OR_TP,0.8283994514259562,7
121,2026-04-27T10:25:48.865711+00:00,USDCAD,SHORT,[sl 1.36496],3.25,0.0,SL,0.4068817986826348,0.04270100265081662,2.843118201317365,-0.04270100265081662,2.843118201317365,SL_OR_TP,0.8283994514259562,7
122,2026-04-27T10:26:31.244031+00:00,USDCAD,SHORT,[sl 1.36507],1.52,0.0,SL,0.4068817986826348,0.04270100265081662,1.1131182013173653,-0.04270100265081662,1.1131182013173653,SL_OR_TP,0.8283994514259562,7
123,2026-04-27T10:53:37.594056+00:00,USDCAD,SHORT,[tp 1.36396],11.39,0.0,SL,-4.602024000000014,-1.0000000000000033,15.992024000000015,1.0000000000000033,15.992024000000015,SL_OR_TP,0.0,1
124,2026-04-27T10:59:15.624100+00:00,USDCAD,SHORT,[tp 1.36358],9.77,0.0,SL,-4.602024000000014,-1.0000000000000033,14.372024000000014,1.0000000000000033,14.372024000000014,SL_OR_TP,0.0,1
125,2026-04-27T11:16:39.137925+00:00,USDCAD,SHORT,[sl 1.36286],10.8,0.0,SL,-9.443340000000072,-1.0000000000000075,20.243340000000074,1.0000000000000075,20.243340000000074,SL_OR_TP,0.5828356621702413,22
126,2026-04-27T11:20:30.890298+00:00,EURUSD,LONG,[sl 1.17390],-2.65,0.0,SL,-3.2921280000008553,-1.0000000000002598,0.6421280000008553,1.0000000000002598,0.6421280000008553,SL_OR_TP,0.0,1
127,2026-04-27T11:20:30.917225+00:00,EURUSD,LONG,[sl 1.17390],-1.5899999999999999,0.0,SL,-3.2921280000008553,-1.0000000000002598,1.7021280000008554,1.0000000000002598,1.7021280000008554,SL_OR_TP,0.0,1
128,2026-04-27T11:20:30.937519+00:00,EURUSD,LONG,[sl 1.17390],-0.96,0.0,SL,-3.2921280000008553,-1.0000000000002598,2.3321280000008553,1.0000000000002598,2.3321280000008553,SL_OR_TP,0.0,1
129,2026-04-27T11:27:18.349030+00:00,USDCAD,SHORT,[sl 1.36244],4.93,0.0,SL,-9.443340000000072,-1.0000000000000075,14.373340000000072,1.0000000000000075,14.373340000000072,SL_OR_TP,0.5828356621702413,22
130,2026-04-27T11:27:18.370740+00:00,USDCAD,SHORT,[sl 1.36244],3.24,0.0,SL,-9.443340000000072,-1.0000000000000075,12.683340000000072,1.0000000000000075,12.683340000000072,SL_OR_TP,0.5828356621702413,22
131,2026-04-27T11:33:45.261352+00:00,USDCAD,SHORT,[sl 1.36244],2.0,0.0,SL,-9.443340000000072,-1.0000000000000075,11.443340000000072,1.0000000000000075,11.443340000000072,SL_OR_TP,0.5173097593225753,22
132,2026-04-27T11:55:47.297477+00:00,USDCAD,SHORT,[sl 1.36130],3.24,0.0,SL,-9.443340000000072,-1.0000000000000075,12.683340000000072,1.0000000000000075,12.683340000000072,SL_OR_TP,0.5173097593225753,22
133,2026-04-27T11:55:47.311780+00:00,USDCAD,SHORT,[sl 1.36130],2.01,0.0,SL,-9.443340000000072,-1.0000000000000075,11.453340000000072,1.0000000000000075,11.453340000000072,SL_OR_TP,0.5173097593225753,22
134,2026-04-27T11:57:14.971543+00:00,USDCAD,SHORT,[sl 1.36142],0.53,0.0,SL,-9.443340000000072,-1.0000000000000075,9.973340000000071,1.0000000000000075,9.973340000000071,SL_OR_TP,0.5173097593225753,22
135,2026-04-27T12:07:01.386303+00:00,EURJPY,LONG,[sl 186.951],0.03,0.0,SL,-2.7972599999999104,-0.9999999999999678,2.82725999999991,0.9999999999999678,2.82725999999991,SL_OR_TP,0.4787369652277783,18
136,2026-04-27T12:18:17.329009+00:00,USDCAD,SHORT,[sl 1.36141],3.04,0.0,SL,-9.443339999999864,-0.9999999999999856,12.483339999999863,0.9999999999999856,12.483339999999863,SL_OR_TP,0.5300975654263445,21
137,2026-04-27T12:18:17.380715+00:00,USDCAD,SHORT,[sl 1.36141],1.8599999999999999,0.0,SL,-9.443339999999864,-0.9999999999999856,11.303339999999864,0.9999999999999856,11.303339999999864,SL_OR_TP,0.5300975654263445,21
138,2026-04-27T12:20:57.493766+00:00,EURUSD,LONG,[sl 1.17449],-2.7,0.0,SL,-3.2921279999989004,-0.999999999999666,0.5921279999989002,0.999999999999666,0.5921279999989002,SL_OR_TP,0.0,1
139,2026-04-27T12:20:57.757521+00:00,EURUSD,LONG,[sl 1.17449],-1.5899999999999999,0.0,SL,-3.2921279999989004,-0.999999999999666,1.7021279999989005,0.999999999999666,1.7021279999989005,SL_OR_TP,0.0,1
140,2026-04-27T12:20:57.773654+00:00,EURUSD,LONG,[sl 1.17449],-1.08,0.0,SL,-3.2921279999989004,-0.999999999999666,2.2121279999989003,0.999999999999666,2.2121279999989003,SL_OR_TP,0.0,1
141,2026-04-27T13:14:22.021622+00:00,EURUSD,LONG,[sl 1.17398],-2.7,0.0,SL,-3.2921279999998485,-0.999999999999954,0.5921279999998483,0.999999999999954,0.5921279999998483,SL_OR_TP,0.0,1
142,2026-04-27T13:14:22.039344+00:00,EURUSD,LONG,[sl 1.17398],-1.62,0.0,SL,-3.2921279999998485,-0.999999999999954,1.6721279999998484,0.999999999999954,1.6721279999998484,SL_OR_TP,0.0,1
143,2026-04-27T13:14:22.407953+00:00,EURUSD,LONG,[sl 1.17398],-1.08,0.0,SL,-3.2921279999998485,-0.999999999999954,2.2121279999998484,0.999999999999954,2.2121279999998484,SL_OR_TP,0.0,1
144,2026-04-27T13:18:01.266903+00:00,USDCAD,SHORT,[sl 1.36123],2.11,0.0,SL,-5.349708000000108,-1.0000000000000202,7.4597080000001075,1.0000000000000202,7.4597080000001075,SL_OR_TP,0.1767033652109218,9
145,2026-04-27T13:24:37.201692+00:00,GBPJPY,LONG,[sl 215.758],0.01,0.0,SL,-2.9062799999999713,-0.99999999999999,2.916279999999971,0.99999999999999,2.916279999999971,SL_OR_TP,0.312572797719617,3
146,2026-04-27T14:09:52.349233+00:00,USDCAD,SHORT,[sl 1.36083],0.6,0.0,SL,-12.598848000000219,-1.0000000000000175,13.198848000000218,1.0000000000000175,13.198848000000218,SL_OR_TP,0.474865231106106,15
147,2026-04-27T14:09:52.406046+00:00,USDCAD,SHORT,[sl 1.36083],0.29,0.0,SL,-12.598848000000219,-1.0000000000000175,12.888848000000218,1.0000000000000175,12.888848000000218,SL_OR_TP,0.474865231106106,15
148,2026-04-27T14:13:34.145555+00:00,USDCAD,SHORT,[sl 1.36149],-1.28,0.0,SL,-12.598848000000219,-1.0000000000000175,11.31884800000022,1.0000000000000175,11.31884800000022,SL_OR_TP,0.474865231106106,15
149,2026-04-27T14:16:08.980799+00:00,USDCAD,SHORT,[sl 1.36134],0.73,0.0,SL,-12.598848000000219,-1.0000000000000175,13.32884800000022,1.0000000000000175,13.32884800000022,SL_OR_TP,0.474865231106106,15
150,2026-04-27T14:21:13.473104+00:00,USDCAD,SHORT,[sl 1.36134],0.44,0.0,SL,-12.598848000000219,-1.0000000000000175,13.038848000000218,1.0000000000000175,13.038848000000218,SL_OR_TP,0.474865231106106,15
151,2026-04-27T14:30:03.746488+00:00,USDCAD,SHORT,[sl 1.36128],0.65,0.0,SL,-12.598848000000219,-1.0000000000000175,13.24884800000022,1.0000000000000175,13.24884800000022,SL_OR_TP,0.474865231106106,15
152,2026-04-27T14:54:50.062764+00:00,GER40.r,LONG,[sl 24323.23],7.44,0.0,SL,3.7228210441752666e-06,6.784950726415133e-07,7.439996277178956,-6.784950726415133e-07,7.439996277178956,SL_OR_TP,0.37690400866206386,2
153,2026-04-27T15:00:27.182167+00:00,USDCAD,SHORT,[sl 1.36109],1.62,0.0,SL,-5.34970800000002,-1.0000000000000038,6.96970800000002,1.0000000000000038,6.96970800000002,SL_OR_TP,0.1983386327307494,7
154,2026-04-27T15:00:27.204363+00:00,USDCAD,SHORT,[sl 1.36109],0.97,0.0,SL,-5.34970800000002,-1.0000000000000038,6.31970800000002,1.0000000000000038,6.31970800000002,SL_OR_TP,0.1983386327307494,7
155,2026-04-27T15:23:03.863385+00:00,USDCAD,SHORT,[sl 1.36018],6.0,0.0,SL,-5.34970800000002,-1.0000000000000038,11.349708000000021,1.0000000000000038,11.349708000000021,SL_OR_TP,0.1983386327307494,7
156,2026-04-27T15:24:58.932148+00:00,GBPJPY,LONG,[sl 215.913],0.89,0.0,SL,-2.9062800000000704,-1.0000000000000242,3.7962800000000705,1.0000000000000242,3.7962800000000705,SL_OR_TP,0.0865189913332307,15
157,2026-04-27T15:36:48.999717+00:00,USDCAD,SHORT,[sl 1.36033],-4.29,0.0,SL,-5.34970800000002,-1.0000000000000038,1.05970800000002,1.0000000000000038,1.05970800000002,SL_OR_TP,0.1983386327307494,7
158,2026-04-27T15:36:49.034219+00:00,USDCAD,SHORT,[sl 1.36033],-2.34,0.0,SL,-5.34970800000002,-1.0000000000000038,3.0097080000000203,1.0000000000000038,3.0097080000000203,SL_OR_TP,0.1983386327307494,7
159,2026-04-27T15:36:49.059223+00:00,USDCAD,SHORT,[sl 1.36033],-1.56,0.0,SL,-5.34970800000002,-1.0000000000000038,3.78970800000002,1.0000000000000038,3.78970800000002,SL_OR_TP,0.1983386327307494,7
160,2026-04-27T16:30:14.812453+00:00,USDCAD,SHORT,[sl 1.36069],-4.2,0.0,SL,-5.34970799999979,-0.9999999999999608,1.14970799999979,0.9999999999999608,1.14970799999979,SL_OR_TP,0.11112701072424058,6
161,2026-04-27T16:30:14.830645+00:00,USDCAD,SHORT,[sl 1.36069],-2.29,0.0,SL,-5.34970799999979,-0.9999999999999608,3.05970799999979,0.9999999999999608,3.05970799999979,SL_OR_TP,0.11112701072424058,6
162,2026-04-27T16:30:14.840488+00:00,USDCAD,SHORT,[sl 1.36069],-1.56,0.0,SL,-5.34970799999979,-0.9999999999999608,3.78970799999979,0.9999999999999608,3.78970799999979,SL_OR_TP,0.11112701072424058,6
163,2026-04-27T16:48:57.066695+00:00,USDCAD,SHORT,[sl 1.36108],-10.32,0.0,SL,-5.34970799999979,-0.9999999999999608,-4.97029200000021,0.9999999999999608,-4.97029200000021,SL_OR_TP,0.11112701072424058,6
164,2026-04-27T16:48:57.096628+00:00,USDCAD,SHORT,[sl 1.36108],-5.95,0.0,SL,-5.34970799999979,-0.9999999999999608,-0.6002920000002101,0.9999999999999608,-0.6002920000002101,SL_OR_TP,0.11112701072424058,6
165,2026-04-27T16:48:57.117518+00:00,USDCAD,SHORT,[sl 1.36108],-3.9699999999999998,0.0,SL,-5.34970799999979,-0.9999999999999608,1.3797079999997903,0.9999999999999608,1.3797079999997903,SL_OR_TP,0.11112701072424058,6
166,2026-04-27T17:07:04.573458+00:00,USDCAD,SHORT,[sl 1.36069],4.96,0.0,SL,-5.3497079999999135,-0.9999999999999839,10.309707999999913,0.9999999999999839,10.309707999999913,SL_OR_TP,0.0,6
167,2026-04-27T17:14:51.285797+00:00,USDCAD,SHORT,[sl 1.36074],1.54,0.0,SL,-5.3497079999999135,-0.9999999999999839,6.889707999999914,0.9999999999999839,6.889707999999914,SL_OR_TP,0.0,6
168,2026-04-27T17:24:47.869780+00:00,USDCAD,SHORT,[sl 1.36041],6.06,0.0,SL,-5.3497079999999135,-0.9999999999999839,11.409707999999913,0.9999999999999839,11.409707999999913,SL_OR_TP,0.0,6
171,2026-04-27T17:37:59.304012+00:00,USDCAD,SHORT,[sl 1.36042],1.69,0.0,SL,-5.3497079999999135,-0.9999999999999839,7.039707999999914,0.9999999999999839,7.039707999999914,SL_OR_TP,0.0,6
172,2026-04-27T17:39:18.485102+00:00,USDCAD,SHORT,[sl 1.36053],0.44,0.0,SL,-5.3497079999999135,-0.9999999999999839,5.789707999999914,0.9999999999999839,5.789707999999914,SL_OR_TP,0.0,6
173,2026-04-27T17:39:18.588559+00:00,USDCAD,SHORT,[sl 1.36053],0.29,0.0,SL,-5.3497079999999135,-0.9999999999999839,5.639707999999914,0.9999999999999839,5.639707999999914,SL_OR_TP,0.0,6
174,2026-04-27T17:51:19.057783+00:00,GER40.r,LONG,GuardianStaleLoser,-18.97,0.0,SL,2.028203524262114e-06,4.92861401321483e-07,-18.970002028203524,-4.92861401321483e-07,-18.970002028203524,GUARDIAN_STALE,0.4287894143825539,6
175,2026-04-27T17:53:10.061678+00:00,USDCAD,SHORT,[sl 1.36094],-4.11,0.0,SL,-5.3497079999999135,-0.9999999999999839,1.2397079999999132,0.9999999999999839,1.2397079999999132,SL_OR_TP,0.0,6
176,2026-04-27T17:53:10.075959+00:00,USDCAD,SHORT,[sl 1.36094],-2.4699999999999998,0.0,SL,-5.3497079999999135,-0.9999999999999839,2.879707999999914,0.9999999999999839,2.879707999999914,SL_OR_TP,0.0,6
