id,ts,symbol,direction,live_reason,live_pnl,live_r,bt_reason,bt_pnl,bt_r,divergence,divergence_r,divergence_dollar_raw,category,bt_peak_r,bt_bars,cat_refined
146,2026-04-27T14:09:52.349233+00:00,USDCAD,SHORT,[sl 1.36083],0.6,0.0,SL,-12.59884800000022,-1.0000000000000175,13.198848000000218,1.0000000000000175,13.198848000000218,SL_OR_TP,0.474865231106106,15,SL_AGREE
147,2026-04-27T14:09:52.406046+00:00,USDCAD,SHORT,[sl 1.36083],0.29,0.0,SL,-12.59884800000022,-1.0000000000000175,12.888848000000218,1.0000000000000175,12.888848000000218,SL_OR_TP,0.474865231106106,15,SL_AGREE
148,2026-04-27T14:13:34.145555+00:00,USDCAD,SHORT,[sl 1.36149],-1.28,0.0,SL,-12.59884800000022,-1.0000000000000175,11.31884800000022,1.0000000000000175,11.31884800000022,SL_OR_TP,0.474865231106106,15,SL_AGREE
149,2026-04-27T14:16:08.980799+00:00,USDCAD,SHORT,[sl 1.36134],0.73,0.0,SL,-12.59884800000022,-1.0000000000000175,13.32884800000022,1.0000000000000175,13.32884800000022,SL_OR_TP,0.474865231106106,15,SL_AGREE
150,2026-04-27T14:21:13.473104+00:00,USDCAD,SHORT,[sl 1.36134],0.44,0.0,SL,-12.59884800000022,-1.0000000000000175,13.038848000000218,1.0000000000000175,13.038848000000218,SL_OR_TP,0.474865231106106,15,SL_AGREE
151,2026-04-27T14:30:03.746488+00:00,USDCAD,SHORT,[sl 1.36128],0.65,0.0,SL,-12.59884800000022,-1.0000000000000175,13.24884800000022,1.0000000000000175,13.24884800000022,SL_OR_TP,0.474865231106106,15,SL_AGREE
152,2026-04-27T14:54:50.062764+00:00,GER40.r,LONG,[sl 24323.23],7.44,0.0,SL,3.7228210441752662e-06,6.784950726415133e-07,7.439996277178956,-6.784950726415133e-07,7.439996277178956,SL_OR_TP,0.3769040086620638,2,SL_AGREE
153,2026-04-27T15:00:27.182167+00:00,USDCAD,SHORT,[sl 1.36109],1.62,0.0,SL,-5.34970800000002,-1.0000000000000038,6.96970800000002,1.0000000000000038,6.96970800000002,SL_OR_TP,0.1983386327307494,7,SL_AGREE
154,2026-04-27T15:00:27.204363+00:00,USDCAD,SHORT,[sl 1.36109],0.97,0.0,SL,-5.34970800000002,-1.0000000000000038,6.31970800000002,1.0000000000000038,6.31970800000002,SL_OR_TP,0.1983386327307494,7,SL_AGREE
155,2026-04-27T15:23:03.863385+00:00,USDCAD,SHORT,[sl 1.36018],6.0,0.0,SL,-5.34970800000002,-1.0000000000000038,11.34970800000002,1.0000000000000038,11.34970800000002,SL_OR_TP,0.1983386327307494,7,SL_AGREE
156,2026-04-27T15:24:58.932148+00:00,GBPJPY,LONG,[sl 215.913],0.89,0.0,SL,-2.9062800000000704,-1.0000000000000242,3.7962800000000705,1.0000000000000242,3.7962800000000705,SL_OR_TP,0.0865189913332307,15,SL_AGREE
157,2026-04-27T15:36:48.999717+00:00,USDCAD,SHORT,[sl 1.36033],-4.29,0.0,SL,-5.34970800000002,-1.0000000000000038,1.05970800000002,1.0000000000000038,1.05970800000002,SL_OR_TP,0.1983386327307494,7,SL_AGREE
158,2026-04-27T15:36:49.034219+00:00,USDCAD,SHORT,[sl 1.36033],-2.34,0.0,SL,-5.34970800000002,-1.0000000000000038,3.0097080000000203,1.0000000000000038,3.0097080000000203,SL_OR_TP,0.1983386327307494,7,SL_AGREE
159,2026-04-27T15:36:49.059223+00:00,USDCAD,SHORT,[sl 1.36033],-1.56,0.0,SL,-5.34970800000002,-1.0000000000000038,3.78970800000002,1.0000000000000038,3.78970800000002,SL_OR_TP,0.1983386327307494,7,SL_AGREE
160,2026-04-27T16:30:14.812453+00:00,USDCAD,SHORT,[sl 1.36069],-4.2,0.0,SL,-5.34970799999979,-0.9999999999999608,1.14970799999979,0.9999999999999608,1.14970799999979,SL_OR_TP,0.1111270107242405,6,SL_AGREE
161,2026-04-27T16:30:14.830645+00:00,USDCAD,SHORT,[sl 1.36069],-2.29,0.0,SL,-5.34970799999979,-0.9999999999999608,3.05970799999979,0.9999999999999608,3.05970799999979,SL_OR_TP,0.1111270107242405,6,SL_AGREE
162,2026-04-27T16:30:14.840488+00:00,USDCAD,SHORT,[sl 1.36069],-1.56,0.0,SL,-5.34970799999979,-0.9999999999999608,3.78970799999979,0.9999999999999608,3.78970799999979,SL_OR_TP,0.1111270107242405,6,SL_AGREE
163,2026-04-27T16:48:57.066695+00:00,USDCAD,SHORT,[sl 1.36108],-10.32,0.0,SL,-5.34970799999979,-0.9999999999999608,-4.97029200000021,0.9999999999999608,-4.97029200000021,SL_OR_TP,0.1111270107242405,6,SL_AGREE
164,2026-04-27T16:48:57.096628+00:00,USDCAD,SHORT,[sl 1.36108],-5.95,0.0,SL,-5.34970799999979,-0.9999999999999608,-0.6002920000002101,0.9999999999999608,-0.6002920000002101,SL_OR_TP,0.1111270107242405,6,SL_AGREE
165,2026-04-27T16:48:57.117518+00:00,USDCAD,SHORT,[sl 1.36108],-3.97,0.0,SL,-5.34970799999979,-0.9999999999999608,1.3797079999997903,0.9999999999999608,1.3797079999997903,SL_OR_TP,0.1111270107242405,6,SL_AGREE
166,2026-04-27T17:07:04.573458+00:00,USDCAD,SHORT,[sl 1.36069],4.96,0.0,SL,-5.3497079999999135,-0.999999999999984,10.309707999999912,0.999999999999984,10.309707999999912,SL_OR_TP,0.0,6,SL_AGREE
167,2026-04-27T17:14:51.285797+00:00,USDCAD,SHORT,[sl 1.36074],1.54,0.0,SL,-5.3497079999999135,-0.999999999999984,6.889707999999914,0.999999999999984,6.889707999999914,SL_OR_TP,0.0,6,SL_AGREE
168,2026-04-27T17:24:47.869780+00:00,USDCAD,SHORT,[sl 1.36041],6.06,0.0,SL,-5.3497079999999135,-0.999999999999984,11.409707999999911,0.999999999999984,11.409707999999911,SL_OR_TP,0.0,6,SL_AGREE
171,2026-04-27T17:37:59.304012+00:00,USDCAD,SHORT,[sl 1.36042],1.69,0.0,SL,-5.3497079999999135,-0.999999999999984,7.039707999999914,0.999999999999984,7.039707999999914,SL_OR_TP,0.0,6,SL_AGREE
172,2026-04-27T17:39:18.485102+00:00,USDCAD,SHORT,[sl 1.36053],0.44,0.0,SL,-5.3497079999999135,-0.999999999999984,5.789707999999914,0.999999999999984,5.789707999999914,SL_OR_TP,0.0,6,SL_AGREE
173,2026-04-27T17:39:18.588559+00:00,USDCAD,SHORT,[sl 1.36053],0.29,0.0,SL,-5.3497079999999135,-0.999999999999984,5.639707999999914,0.999999999999984,5.639707999999914,SL_OR_TP,0.0,6,SL_AGREE
174,2026-04-27T17:51:19.057783+00:00,GER40.r,LONG,GuardianStaleLoser,-18.97,0.0,SL,2.028203524262114e-06,4.92861401321483e-07,-18.970002028203524,-4.92861401321483e-07,-18.970002028203524,GUARDIAN_STALE,0.4287894143825539,6,GUARDIAN_STALE
175,2026-04-27T17:53:10.061678+00:00,USDCAD,SHORT,[sl 1.36094],-4.11,0.0,SL,-5.3497079999999135,-0.999999999999984,1.2397079999999132,0.999999999999984,1.2397079999999132,SL_OR_TP,0.0,6,SL_AGREE
176,2026-04-27T17:53:10.075959+00:00,USDCAD,SHORT,[sl 1.36094],-2.47,0.0,SL,-5.3497079999999135,-0.999999999999984,2.879707999999914,0.999999999999984,2.879707999999914,SL_OR_TP,0.0,6,SL_AGREE
177,2026-04-27T17:53:10.084219+00:00,USDCAD,SHORT,[sl 1.36094],-1.65,0.0,SL,-5.3497079999999135,-0.999999999999984,3.6997079999999136,0.999999999999984,3.6997079999999136,SL_OR_TP,0.0,6,SL_AGREE
178,2026-04-27T18:12:57.703542+00:00,GER40.r,SHORT,[sl 24068.00],2.04,0.0,SL,2.035468727021194e-06,4.946268740513599e-07,2.039997964531273,-4.946268740513599e-07,2.039997964531273,SL_OR_TP,0.4229059726121865,14,SL_AGREE
179,2026-04-27T18:13:27.334303+00:00,JPN225ft,LONG,DailyKillSwitch,-4.64,0.0,SL,-5.486879999999978,-0.999999999999996,0.8468799999999783,0.999999999999996,0.8468799999999783,EXTERNAL,0.0,1,EXTERNAL
180,2026-04-27T18:13:27.343732+00:00,GER40.r,SHORT,DailyKillSwitch,-0.88,0.0,SL,2.035468727021194e-06,4.946268740513599e-07,-0.880002035468727,-4.946268740513599e-07,-0.880002035468727,EXTERNAL,0.4229059726121865,14,EXTERNAL
181,2026-04-27T18:13:27.350483+00:00,GBPJPY,LONG,DailyKillSwitch,-0.65,0.0,SL,-2.9062800000000872,-1.00000000000003,2.2562800000000873,1.00000000000003,2.2562800000000873,EXTERNAL,0.0835461772365998,12,EXTERNAL
182,2026-04-27T18:27:11.914009+00:00,ETHUSD,SHORT,[sl 2273.63],8.44,0.0,SL,2.880611999999992,0.6999999999999982,5.559388000000007,-0.6999999999999982,5.559388000000007,SL_OR_TP,1.5981008536343957,8,SL_AGREE
183,2026-04-27T19:14:27.533414+00:00,GBPJPY,LONG,[sl 215.889],4.75,0.0,SL,-2.90628000000009,-1.0000000000000309,7.6562800000000895,1.0000000000000309,7.6562800000000895,SL_OR_TP,0.0,11,SL_AGREE
185,2026-04-27T19:47:01.958503+00:00,EURJPY,LONG,[sl 186.946],0.2,0.0,SL,-2.7972599999999495,-0.9999999999999816,2.9972599999999496,0.9999999999999816,2.9972599999999496,SL_OR_TP,0.0,11,SL_AGREE
186,2026-04-27T20:23:32.221923+00:00,SP500.r,LONG,[sl 7176.10],0.01,0.0,SL,2.075520000000617,0.4000000000001188,-2.065520000000617,-0.4000000000001188,-2.065520000000617,SL_OR_TP,0.7531294298353516,2,SL_AGREE
187,2026-04-28T03:26:33.018428+00:00,SP500.r,LONG,[sl 7194.84],1.23,0.0,SL,20.755199999999927,3.9999999999999862,-19.525199999999927,-3.9999999999999862,-19.525199999999927,SL_OR_TP,5.08858358790746,2,SL_AGREE
188,2026-04-28T04:57:48.238593+00:00,SP500.r,LONG,[sl 7188.69],0.62,0.0,SL,10.896479999999569,2.0999999999999166,-10.276479999999568,-2.0999999999999166,-10.276479999999568,SL_OR_TP,2.580529437084046,2,SL_AGREE
189,2026-04-28T04:58:23.451831+00:00,JPN225ft,LONG,[sl 60298.40],0.02,0.0,SL,-9.534420000000054,-1.0000000000000058,9.554420000000054,1.0000000000000058,9.554420000000054,SL_OR_TP,0.0774677539089598,9,SL_AGREE
190,2026-04-28T04:58:23.462559+00:00,JPN225ft,LONG,[sl 60298.40],-0.03,0.0,SL,-9.534420000000054,-1.0000000000000058,9.504420000000056,1.0000000000000058,9.504420000000056,SL_OR_TP,0.0774677539089598,9,SL_AGREE
191,2026-04-28T05:30:09.971726+00:00,JPN225ft,LONG,[sl 60282.38],-0.09,0.0,SL,-9.534419999999947,-0.9999999999999946,9.444419999999948,0.9999999999999946,9.444419999999948,SL_OR_TP,0.0,8,SL_AGREE
192,2026-04-28T10:36:29.628216+00:00,ETHUSD,SHORT,[sl 2283.10],0.44,0.0,SL,0.6419649599999575,0.119999999999992,-0.2019649599999575,-0.119999999999992,-0.2019649599999575,SL_OR_TP,0.2320078404762918,2,SL_AGREE
193,2026-04-28T10:36:29.654163+00:00,ETHUSD,SHORT,[sl 2283.10],0.26,0.0,SL,0.6419649599999575,0.119999999999992,-0.3819649599999575,-0.119999999999992,-0.3819649599999575,SL_OR_TP,0.2320078404762918,2,SL_AGREE
195,2026-04-28T11:09:33.916570+00:00,XAGUSD,SHORT,[sl 73.141],7.65,0.0,SL,-5.590336500000101,-1.000000000000018,13.2403365000001,1.000000000000018,13.2403365000001,SL_OR_TP,0.0,1,SL_AGREE
196,2026-04-28T11:16:17.894464+00:00,GER40.r,SHORT,[sl 24064.63],4.01,0.0,SL,2.6301240000000217,0.7000000000000058,1.379875999999978,-0.7000000000000058,1.379875999999978,SL_OR_TP,1.0626289955901895,4,SL_AGREE
197,2026-04-28T12:09:38.626498+00:00,XAGUSD,SHORT,[sl 73.449],0.1,0.0,SL,-5.590336499999913,-0.9999999999999843,5.690336499999913,0.9999999999999843,5.690336499999913,SL_OR_TP,0.0,1,SL_AGREE
198,2026-04-28T13:18:42.506217+00:00,GBPUSD,SHORT,[sl 1.34897],0.22,0.0,SL,-8.552249999998555,-0.9999999999998308,8.772249999998555,0.9999999999998308,8.772249999998555,SL_OR_TP,0.0,1,SL_AGREE
199,2026-04-28T13:46:35.557151+00:00,GBPUSD,SHORT,[sl 1.34886],2.47,0.0,SL,-8.552249999998555,-0.9999999999998308,11.022249999998554,0.9999999999998308,11.022249999998554,SL_OR_TP,0.0,1,SL_AGREE
201,2026-04-28T14:01:09.904962+00:00,GBPUSD,SHORT,[sl 1.34886],0.91,0.0,SL,-8.55225000000055,-1.0000000000000642,9.46225000000055,1.0000000000000642,9.46225000000055,SL_OR_TP,0.0,1,SL_AGREE
202,2026-04-28T14:19:22.206486+00:00,ETHUSD,SHORT,[sl 2278.67],0.35,0.0,SL,2.6748540000000345,0.5000000000000064,-2.3248540000000344,-0.5000000000000064,-2.3248540000000344,SL_OR_TP,0.9186861007025005,2,SL_AGREE
203,2026-04-28T14:22:55.575970+00:00,XAGUSD,SHORT,[sl 72.811],6.0,0.0,SL,-5.590336499999843,-0.9999999999999718,11.590336499999845,0.9999999999999718,11.590336499999845,SL_OR_TP,0.0,1,SL_AGREE
204,2026-04-28T14:51:01.586701+00:00,GER40.r,LONG,[sl 23957.16],1.26,0.0,SL,2.7800718749999644,0.4499999999999942,-1.5200718749999644,-0.4499999999999942,-1.5200718749999644,SL_OR_TP,0.7131567142878713,2,SL_AGREE
205,2026-04-28T15:05:37.079176+00:00,GBPUSD,SHORT,[sl 1.34664],0.99,0.0,SL,-8.552249999999642,-0.999999999999958,9.542249999999642,0.999999999999958,9.542249999999642,SL_OR_TP,0.0,1,SL_AGREE
206,2026-04-28T15:05:37.179209+00:00,GBPUSD,SHORT,[sl 1.34664],0.7,0.0,SL,-8.552249999999642,-0.999999999999958,9.25224999999964,0.999999999999958,9.25224999999964,SL_OR_TP,0.0,1,SL_AGREE
207,2026-04-28T15:20:36.315576+00:00,GBPUSD,SHORT,[sl 1.34760],-2.55,0.0,SL,-8.552249999999642,-0.999999999999958,6.002249999999642,0.999999999999958,6.002249999999642,SL_OR_TP,0.0,1,SL_AGREE
209,2026-04-28T16:12:01.796809+00:00,ETHUSD,SHORT,[sl 2270.59],-15.18,0.0,SL,1.0256557500000214,0.3500000000000074,-16.20565575000002,-0.3500000000000074,-16.20565575000002,SL_OR_TP,0.6309872553066485,2,SL_AGREE
210,2026-04-28T16:26:56.229551+00:00,XAGUSD,SHORT,[sl 72.513],0.1,0.0,SL,11.18067299999993,1.9999999999999871,-11.08067299999993,-1.9999999999999871,-11.08067299999993,SL_OR_TP,2.6772319071668123,2,SL_AGREE
211,2026-04-28T18:04:29.442139+00:00,SP500.r,SHORT,[sl 7129.28],1.23,0.0,SL,11.27196000000022,3.000000000000059,-10.04196000000022,-3.000000000000059,-10.04196000000022,SL_OR_TP,3.902002453548395,2,SL_AGREE
213,2026-04-28T18:36:43.706044+00:00,EURJPY,LONG,[sl 186.809],0.46,0.0,SL,0.4696649999999384,0.1999999999999737,-0.0096649999999383,-0.1999999999999737,-0.0096649999999383,SL_OR_TP,1.4316231045137522,40,SL_AGREE
214,2026-04-28T19:42:09.165982+00:00,EURUSD,LONG,[sl 1.17077],0.14,0.0,SL,1.174162500000382,0.5000000000001626,-1.0341625000003818,-0.5000000000001626,-1.0341625000003818,SL_OR_TP,2.4415526913663177,3,SL_AGREE
215,2026-04-28T19:42:09.765991+00:00,EURUSD,LONG,[sl 1.17077],0.06,0.0,SL,1.174162500000382,0.5000000000001626,-1.114162500000382,-0.5000000000001626,-1.114162500000382,SL_OR_TP,2.4415526913663177,3,SL_AGREE
216,2026-04-28T19:47:29.759701+00:00,EURUSD,LONG,[sl 1.17084],0.14,0.0,SL,1.174162500000382,0.5000000000001626,-1.0341625000003818,-0.5000000000001626,-1.0341625000003818,SL_OR_TP,2.4415526913663177,3,SL_AGREE
217,2026-04-28T21:21:29.480337+00:00,JPN225ft,SHORT,[sl 59176.14],1.15,0.0,SL,6.089768999999953,0.6999999999999947,-4.939768999999954,-0.6999999999999947,-4.939768999999954,SL_OR_TP,1.0939405506149806,3,SL_AGREE
218,2026-04-29T04:11:07.496172+00:00,JPN225ft,LONG,[sl 59254.95],-1.92,-0.4049423776775291,SL,1.185353834175076,0.250000000000016,-3.1053538341750757,-0.6549423776775452,-3.1053538341750757,SL_OR_TP,0.5020486620866054,2,SL_AGREE
219,2026-04-29T04:11:07.801710+00:00,JPN225ft,LONG,[sl 59254.95],-1.28,-0.2699615851183527,SL,1.1853538341750762,0.250000000000016,-2.465353834175076,-0.5199615851183688,-2.465353834175076,SL_OR_TP,0.5020486620866054,2,SL_AGREE
220,2026-04-29T04:11:07.828450+00:00,JPN225ft,LONG,[sl 59254.95],-0.61,-0.1286535679079649,SL,1.185353834175076,0.250000000000016,-1.795353834175076,-0.378653567907981,-1.795353834175076,SL_OR_TP,0.5020486620866054,2,SL_AGREE
221,2026-04-29T05:35:13.362953+00:00,JPN225ft,LONG,[sl 59406.00],0.24,0.0506512626317735,SL,2.132227202017477,0.4499999999999952,-1.8922272020174769,-0.3993487373682217,-1.8922272020174769,SL_OR_TP,0.9054622430919732,3,SL_AGREE
222,2026-04-29T05:35:44.878950+00:00,JPN225ft,LONG,[sl 59396.28],0.55,0.1160713998886028,SL,2.132308219229977,0.4499999999999952,-1.5823082192299769,-0.3339286001113923,-1.5823082192299769,SL_OR_TP,0.9054622430919732,3,SL_AGREE
223,2026-04-29T05:35:44.951797+00:00,JPN225ft,LONG,[sl 59396.28],0.36,0.0759740071998127,SL,2.132308219229977,0.4499999999999952,-1.772308219229977,-0.3740259928001824,-1.772308219229977,SL_OR_TP,0.9054622430919732,3,SL_AGREE
225,2026-04-29T07:32:30.313110+00:00,ETHUSD,SHORT,[sl 2319.03],-2.26,-0.8691939956386459,SL,0.4420187000000003,0.1700000000000001,-2.7020187,-1.039193995638646,-2.7020187,SL_OR_TP,0.2889111648647464,2,SL_AGREE
226,2026-04-29T07:32:30.437850+00:00,ETHUSD,SHORT,[sl 2319.03],-1.36,-0.5230547938356453,SL,0.4420187000000002,0.1700000000000001,-1.8020187,-0.6930547938356455,-1.8020187,SL_OR_TP,0.2889111648647464,2,SL_AGREE
227,2026-04-29T07:32:30.447273+00:00,ETHUSD,SHORT,[sl 2319.03],-0.9,-0.3461392018030006,SL,0.4420187000000003,0.1700000000000001,-1.3420187000000003,-0.5161392018030007,-1.3420187000000003,SL_OR_TP,0.2889111648647464,2,SL_AGREE
228,2026-04-29T09:00:18.031871+00:00,GBPUSD,SHORT,[sl 1.35067],-6.65,-0.7834840582727989,SL,-8.487728537399182,-0.9999999999999036,1.8377285373991816,0.2165159417271046,1.8377285373991816,SL_OR_TP,0.0,1,SL_AGREE
